activity_dag,activity_count,event_count,over_max_event,lead_time,activity_sequence,oid,work_time,start_at,resource_count
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','291420000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','165','9180000','1970-01-07T22:17:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','39540000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','166','20100000','1970-01-04T12:13:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','72000000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','167','52080000','1970-01-03T18:57:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','542460000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','168','23460000','1970-01-06T18:58:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','47460000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','169','9360000','1970-01-04T15:05:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','39360000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','17','2340000','1970-01-03T22:25:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','70860000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','170','48840000','1970-01-06T20:45:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','522840000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','171','11700000','1970-01-06T12:22:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','597000000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','172','2880000','1970-01-02T04:43:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','550140000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','173','11100000','1970-01-02T19:40:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','30180000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','174','3900000','1970-01-07T16:19:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','11','11','false','310020000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','175','35100000','1970-01-08T03:17:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','38280000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','176','15240000','1970-01-05T09:22:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','641100000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','177','10380000','1970-01-05T16:59:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','56280000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','178','51480000','1970-01-01T18:24:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','11','11','false','1017120000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','179','14220000','1970-01-04T23:12:00+09:00','5'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','537300000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','18','14520000','1970-01-08T06:17:00+09:00','5'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','11','11','false','21960000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','180','6060000','1970-01-01T21:00:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','809400000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','181','48960000','1970-01-05T04:33:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','192480000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','182','4140000','1970-01-02T12:11:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','413640000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','183','15120000','1970-01-02T11:45:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','246540000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','184','40440000','1970-01-06T18:12:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','464700000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','185','63720000','1970-01-05T21:41:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','186120000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','186','18420000','1970-01-05T07:55:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','133080000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','187','16680000','1970-01-03T00:23:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','73560000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','188','9480000','1970-01-06T15:38:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','872280000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','189','18660000','1970-01-03T19:21:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','622560000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','19','19980000','1970-01-07T01:44:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','538860000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','190','15180000','1970-01-05T05:54:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','40680000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','191','10920000','1970-01-05T18:04:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','39840000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','192','10800000','1970-01-03T17:07:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>>InternRepair*>InternRepair**>InternRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','13','false','246000000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>InternRepair>InternRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','193','63240000','1970-01-02T10:14:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','408780000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','194','11100000','1970-01-07T03:00:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','281280000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','195','3240000','1970-01-07T11:06:00+09:00','4'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','196','0','1970-01-03T11:58:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','46500000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','197','10500000','1970-01-01T16:25:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','47640000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','198','1500000','1970-01-01T09:13:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','46740000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','199','24960000','1970-01-06T17:31:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','381420000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','2','9960000','1970-01-08T05:17:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','417300000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','20','17820000','1970-01-07T18:57:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','229680000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','200','11640000','1970-01-08T04:45:00+09:00','3'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','201','0','1970-01-06T07:50:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','1216560000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','202','19920000','1970-01-03T15:03:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','729780000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','203','15960000','1970-01-05T04:16:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','968820000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','204','18240000','1970-01-05T07:39:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','452520000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','205','11100000','1970-01-04T12:22:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','923160000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','206','14400000','1970-01-07T13:31:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','11','11','false','82200000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','207','9660000','1970-01-07T08:47:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','154500000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','208','16980000','1970-01-02T14:37:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','1091880000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','209','18120000','1970-01-07T21:16:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','85740000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','21','9420000','1970-01-03T10:41:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','530880000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','210','9360000','1970-01-04T20:38:00+09:00','3'
